filename,ground_truth,prediction,category
GOOD_IMG_2E420008_2025-03-21_13-34-26_000756_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-35-24_000771_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-35-31_000773_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_13-36-15_000781_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_14-00-33_001010_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_14-00-40_001012_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_14-56-42_001035_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_14-56-46_001036_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-01-44_001102_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-03-48_001129_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-04-35_001143_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-07-45_001190_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-08-42_001201_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-16-46_001268_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-24-12_001341_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-30-01_001380_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_15-45-23_001461_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-12-36_001691_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-14-00_001712_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-14-11_001715_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-15-21_001735_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-18-59_001771_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-24-45_001837_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-29-13_001892_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-30-45_001913_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-31-46_001930_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-38-11_002014_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-21_16-40-03_002044_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_10-40-36_000205_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_10-47-06_000250_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_10-51-16_000255_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_11-33-33_000422_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_12-04-26_000537_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_13-16-43_000616_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_13-32-33_000691_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_13-53-48_000800_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-01-51_000885_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-21-17_000970_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-21-35_000974_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-21-40_000975_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-24-49_001004_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-29-08_001052_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-31-23_001078_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-33-37_001096_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-52-27_001204_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_14-59-53_001265_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-00-04_001268_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-04-22_001309_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-08-50_001341_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-09-23_001345_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-11-17_001362_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-12-09_001373_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-19-11_001412_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-25-57_001450_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-38-53_001526_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-56-48_001580_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-56-52_001581_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_15-57-15_001585_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-00-20_001599_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-01-22_001615_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-19-12_001678_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-20-44_001697_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-21-02_001702_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-23-23_001738_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-24-48_001756_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-37-09_001845_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-39-39_001875_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-40-07_001883_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-46-25_001945_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-24_16-52-42_002018_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_10-55-02_000205_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-07-13_000283_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-16-13_000374_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-16-30_000378_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-21-22_000409_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-23-59_000432_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-27-37_000447_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-35-55_000493_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_11-36-11_000497_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_12-59-42_000642_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-02-40_000663_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-04-00_000672_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-04-08_000674_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-21-59_000818_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-23-05_000835_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-37-05_000915_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-46-15_000979_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_13-56-09_001030_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_14-19-06_001135_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_14-43-46_001234_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_15-00-19_001359_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-25_15-11-47_001445_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_09-45-34_000030_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_09-46-43_000044_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_11-05-32_000009_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_11-05-49_000013_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_11-15-43_000091_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_11-19-36_000130_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_11-56-23_000191_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_12-09-52_000294_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-10-36_000309_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-13-06_000325_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-22-49_000372_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-27-41_000401_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-27-48_000403_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-40-14_000452_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-50-45_000549_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_13-59-44_000610_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_14-16-03_000704_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_14-28-16_000726_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_14-33-18_000754_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_14-36-27_000775_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_14-47-05_000841_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_14-57-42_000912_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-00-36_000938_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-00-40_000939_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-09-37_001016_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-13-52_001050_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-30-13_001194_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-30-22_001196_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-38-48_001281_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_15-50-49_001376_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_16-11-24_001560_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_16-11-32_001562_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_16-18-20_001603_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_16-20-59_001615_GlossRatio_cropped.png,good,good,TN
GOOD_IMG_2E420008_2025-03-26_16-29-21_001682_GlossRatio_cropped.png,good,good,TN
